1666.388935	0.856676
1664.460147	0.85834
1662.531397	0.859536
1660.602975	0.860464
1658.674069	0.861222
1656.745522	0.86179
1654.816799	0.862209
1652.888191	0.862444
1650.959439	0.862288
1649.030832	0.861722
1647.101842	0.860899
1645.1733	0.859839
1643.244679	0.858591
1641.315994	0.85739
1639.387263	0.856596
1637.458501	0.856416
1635.529992	0.856605
1633.601217	0.856989
1631.672459	0.857822
1629.743736	0.85907
1627.815062	0.860455
1625.886454	0.862255
1623.957663	0.864714
1622.02897	0.867319
1620.100391	0.869683
1618.17168	0.871974
1616.242853	0.874025
1614.314188	0.875446
1612.385442	0.876472
1610.45689	0.87738
1608.528288	0.877909
1606.599396	0.878096
1604.670747	0.878357
1602.742099	0.878626
1600.813469	0.878692
1598.884874	0.878696
1596.956074	0.878639
1595.027343	0.878437
1593.098696	0.878269
1591.169898	0.878154
1589.241218	0.877959
1587.312673	0.877769
1585.383776	0.877484
1583.455299	0.876738
1581.526505	0.875577
1579.597913	0.874292
1577.669041	0.872711
1575.740405	0.870583
1573.811772	0.868138
1571.88316	0.865572
1569.954339	0.862784
1568.025575	0.859916
1566.096884	0.857244
1564.168283	0.854715
1562.239545	0.852251
1560.310933	0.85008
1558.382218	0.848383
1556.453664	0.847046
1554.524802	0.845944
1552.596135	0.845081
1550.667438	0.844329
1548.73873	0.843426
1546.810029	0.84235
1544.881352	0.841389
1542.952718	0.84075
1541.023906	0.840377
1539.095409	0.840318
1537.166535	0.840746
1535.238011	0.84153
1533.309148	0.842443
1531.380435	0.843482
1529.45189	0.844553
1527.523063	0.845518
1525.594673	0.84667
1523.665806	0.848424
1521.737179	0.850679
1519.808346	0.853145
1517.879789	0.85576
1515.951064	0.858173
1514.022421	0.859749
1512.093649	0.860493
1510.164996	0.860962
1508.236252	0.861385
1506.307663	0.861635
1504.378795	0.861562
1502.450121	0.861034
1500.521431	0.860003
1498.592971	0.85851
1496.664085	0.856746
1494.735467	0.855127
1492.806687	0.853887
1490.877988	0.852864
1488.94939	0.851956
1487.020689	0.851259
1485.091905	0.850708
1483.163279	0.850146
1481.234609	0.849562
1479.305916	0.848957
1477.377218	0.848368
1475.448536	0.848027
1473.51989	0.848111
1471.591081	0.848551
1469.662348	0.849203
1467.733709	0.849885
1465.805184	0.850412
1463.876362	0.850787
1461.947694	0.851122
1460.018986	0.851603
1458.090258	0.852448
1456.161529	0.853684
1454.233032	0.855159
1452.304153	0.856699
1450.375546	0.858173
1448.446809	0.859542
1446.518173	0.860736
1444.589449	0.861618
1442.660867	0.862339
1440.73203	0.863258
1438.803376	0.864474
1436.874717	0.865889
1434.946074	0.867503
1433.017468	0.869232
1431.088714	0.870669
1429.159834	0.871418
1427.231258	0.871563
1425.302599	0.871392
1423.373877	0.871009
1421.445115	0.870615
1419.516535	0.870509
1417.587756	0.87063
1415.659001	0.870867
1413.73049	0.871386
1411.801645	0.872113
1409.873087	0.872798
1407.944439	0.873544
1406.015723	0.874443
1404.08696	0.875377
1402.15837	0.876408
1400.229582	0.877648
1398.301008	0.878978
1396.372281	0.880228
1394.443616	0.881342
1392.514843	0.882366
1390.586177	0.88337
1388.657446	0.884426
1386.728674	0.885687
1384.800074	0.8872
1382.871477	0.888792
1380.942714	0.890359
1379.013999	0.891896
1377.085355	0.893379
1375.156613	0.894885
1373.227987	0.896519
1371.299121	0.898251
1369.370603	0.900022
1367.441892	0.901816
1365.513199	0.903691
1363.584547	0.905797
1361.655773	0.908155
1359.727086	0.910591
1357.798509	0.912953
1355.869695	0.915033
1353.941038	0.91652
1352.012376	0.917351
1350.08355	0.91783
1348.154949	0.918268
1346.226232	0.918763
1344.297604	0.919402
1342.368908	0.92037
1340.440168	0.921653
1338.511588	0.922978
1336.582834	0.924197
1334.654107	0.925317
1332.725433	0.926244
1330.796657	0.926981
1328.867983	0.927762
1326.939431	0.928691
1325.010676	0.929698
1323.081918	0.93083
1321.153356	0.932117
1319.224491	0.933408
1317.295871	0.934653
1315.367172	0.935946
1313.438419	0.937229
1311.50981	0.938416
1309.581197	0.939591
1307.652434	0.940783
1305.723718	0.941958
1303.795074	0.943204
1301.866356	0.944514
1299.93759	0.945822
1298.008971	0.947265
1296.080355	0.948898
1294.1516	0.950597
1292.222899	0.952351
1290.294277	0.954129
1288.365429	0.955778
1286.436877	0.957347
1284.508151	0.958916
1282.579442	0.960335
1280.650775	0.961606
1278.722015	0.962944
1276.793349	0.964359
1274.864641	0.965836
1272.935918	0.967538
1271.007369	0.96939
1269.078533	0.971057
1267.149924	0.972456
1265.221244	0.973698
1263.292522	0.974777
1261.363784	0.975726
1259.435216	0.976655
1257.506528	0.97758
1255.577747	0.978488
1253.649059	0.97935
1251.720333	0.980104
1249.791753	0.980768
1247.863035	0.981347
1245.93436	0.981766
1244.005758	0.982111
1242.076946	0.982578
1240.148262	0.983239
1238.219579	0.984036
1236.290772	0.984859
1234.362174	0.985711
1232.433509	0.986681
1230.504805	0.987725
1228.576241	0.988828
1226.647394	0.990085
1224.718743	0.991399
1222.790018	0.992572
1220.861396	0.993553
1218.932756	0.994343
1217.00398	0.994984
1215.075392	0.995629
1213.146578	0.996404
1211.217864	0.997291
1209.289277	0.998196
1207.360553	0.999026
1205.431869	0.999613
1203.503109	0.999839
1201.574447	0.999853
1199.645769	0.999822
1197.717103	0.999723
1195.788338	0.999627
1193.859646	0.999672
1191.930914	0.999753
1190.002315	0.999746
1188.073595	0.999736
1186.144926	0.999738
1184.216198	0.9996
1182.287582	0.999334
1180.358829	0.999015
1178.43011	0.998491
1176.501454	0.9977
1174.572755	0.996854
1172.644044	0.996064
1170.715352	0.995251
1168.786573	0.994335
1166.857876	0.993192
1164.929291	0.991583
1163.000579	0.989298
1161.071906	0.986341
1159.143171	0.98288
1157.214538	0.97908
1155.285773	0.97509
1153.357175	0.971108
1151.428508	0.967354
1149.499807	0.963917
1147.571103	0.960633
1145.642429	0.957136
1143.713817	0.952981
1141.785039	0.947839
1139.856389	0.94179
1137.92764	0.935395
1135.998955	0.929434
1134.070237	0.924616
1132.14152	0.921358
1130.212838	0.919616
1128.284224	0.918764
1126.355456	0.917828
1124.426823	0.916045
1122.498106	0.91311
1120.569464	0.909015
1118.640682	0.904073
1116.712042	0.898911
1114.783331	0.894066
1112.854707	0.889734
1110.925957	0.885954
1108.997239	0.882828
1107.068589	0.880454
1105.139917	0.878693
1103.21126	0.877286
1101.282532	0.87613
1099.353888	0.875147
1097.425122	0.874205
1095.496392	0.873355
1093.567733	0.872713
1091.63906	0.87223
1089.710409	0.871814
1087.781699	0.871464
1085.852965	0.871271
1083.924244	0.871262
1081.995572	0.871301
1080.066869	0.871339
1078.138172	0.871432
1076.209517	0.871492
